Feature,Importance
"cat__Body_Hola, Te escribo para coordinar la presentación. Saludos cordiales, Diego Fernandez",0.0
"cat__Body_Hola, Te escribo para coordinar la presentación. Saludos cordiales, Juan Perez",0.0
"cat__Body_Hola, Te escribo para coordinar la presentación. Saludos cordiales, Laura Martinez",0.0
"cat__Body_Hola, Te escribo para coordinar la presentación. Saludos cordiales, Maria Lopez",0.0
"cat__Body_Hola, Te escribo para coordinar la presentación. Saludos cordiales, Pablo Garcia",0.0
"cat__Body_Hola, Te escribo para coordinar la presentación. Saludos cordiales, Sofia Ramirez",0.0
"cat__Body_Hola, Te escribo para coordinar la presentación. Saludos cordiales, Valeria Sanchez",0.0
"cat__Body_Hola, Te escribo para coordinar la reunión. Adjunto encontrarás el documento solicitado. Quedo atento a tus comentarios. Saludos cordiales, Ana Molina",0.0
"cat__Body_Hola, Te escribo para coordinar la reunión. Adjunto encontrarás el documento solicitado. Quedo atento a tus comentarios. Saludos cordiales, Andres Gomez",0.0
"cat__Body_Hola, Te escribo para coordinar la reunión. Adjunto encontrarás el documento solicitado. Quedo atento a tus comentarios. Saludos cordiales, Diego Fernandez",0.0
"cat__Body_Hola, Te escribo para coordinar la reunión. Adjunto encontrarás el documento solicitado. Quedo atento a tus comentarios. Saludos cordiales, Maria Lopez",0.0
"cat__Body_Hola, Te escribo para coordinar la reunión. Adjunto encontrarás el documento solicitado. Quedo atento a tus comentarios. Saludos cordiales, Pablo Garcia",0.0
"cat__Body_Hola, Te escribo para coordinar la reunión. Adjunto encontrarás el documento solicitado. Saludos cordiales, Ana Molina",0.0
"cat__Body_Hola, Te escribo para coordinar la reunión. Adjunto encontrarás el documento solicitado. Saludos cordiales, Andres Gomez",0.0
"cat__Body_Hola, Te escribo para coordinar la reunión. Adjunto encontrarás el documento solicitado. Saludos cordiales, Carlos Torres",0.0
"cat__Body_Hola, Te escribo para coordinar la reunión. Adjunto encontrarás el documento solicitado. Saludos cordiales, Diego Fernandez",0.0
"cat__Body_Hola, Te escribo para coordinar la reunión. Adjunto encontrarás el documento solicitado. Saludos cordiales, Juan Perez",0.0
"cat__Body_Hola, Te escribo para coordinar la reunión. Adjunto encontrarás el documento solicitado. Saludos cordiales, Laura Martinez",0.0
"cat__Body_Hola, Te escribo para coordinar la reunión. Adjunto encontrarás el documento solicitado. Saludos cordiales, Maria Lopez",0.0
"cat__Body_Hola, Te escribo para coordinar la reunión. Adjunto encontrarás el documento solicitado. Saludos cordiales, Pablo Garcia",0.0
"cat__Body_Hola, Te escribo para coordinar la reunión. Adjunto encontrarás el documento solicitado. Saludos cordiales, Valeria Sanchez",0.0
"cat__Body_Hola, Te escribo para coordinar la reunión. Quedo atento a tus comentarios. Saludos cordiales, Ana Molina",0.0
"cat__Body_Hola, Te escribo para coordinar la reunión. Quedo atento a tus comentarios. Saludos cordiales, Andres Gomez",0.0
"cat__Body_Hola, Te escribo para coordinar la reunión. Quedo atento a tus comentarios. Saludos cordiales, Carlos Torres",0.0
"cat__Body_Hola, Te escribo para coordinar la reunión. Quedo atento a tus comentarios. Saludos cordiales, Diego Fernandez",0.0
"cat__Body_Hola, Te escribo para coordinar la reunión. Quedo atento a tus comentarios. Saludos cordiales, Maria Lopez",0.0
"cat__Body_Hola, Te escribo para coordinar la reunión. Quedo atento a tus comentarios. Saludos cordiales, Pablo Garcia",0.0
"cat__Body_Hola, Te escribo para coordinar la reunión. Quedo atento a tus comentarios. Saludos cordiales, Sofia Ramirez",0.0
"cat__Body_Hola, Te escribo para coordinar la reunión. Quedo atento a tus comentarios. Saludos cordiales, Valeria Sanchez",0.0
"cat__Body_Hola, Te escribo para coordinar la reunión. Saludos cordiales, Ana Molina",0.0
"cat__Body_Hola, Te escribo para coordinar la reunión. Saludos cordiales, Andres Gomez",0.0
"cat__Body_Hola, Te escribo para coordinar la reunión. Saludos cordiales, Carlos Torres",0.0
"cat__Body_Hola, Te escribo para coordinar la reunión. Saludos cordiales, Diego Fernandez",0.0
"cat__Body_Hola, Te escribo para coordinar la reunión. Saludos cordiales, Juan Perez",0.0
"cat__Body_Hola, Te escribo para coordinar la reunión. Saludos cordiales, Laura Martinez",0.0
"cat__Body_Hola, Te escribo para coordinar la reunión. Saludos cordiales, Maria Lopez",0.0
"cat__Body_Hola, Te escribo para coordinar la reunión. Saludos cordiales, Pablo Garcia",0.0
"cat__Body_Hola, Te escribo para coordinar la reunión. Saludos cordiales, Sofia Ramirez",0.0
"cat__Body_Hola, Te escribo para coordinar la reunión. Saludos cordiales, Valeria Sanchez",0.0
"cat__Body_Hola, Te escribo para enviar la entrega. Adjunto encontrarás el documento solicitado. Quedo atento a tus comentarios. Saludos cordiales, Ana Molina",0.0
"cat__Body_Hola, Te escribo para enviar la entrega. Adjunto encontrarás el documento solicitado. Quedo atento a tus comentarios. Saludos cordiales, Carlos Torres",0.0
"cat__Body_Hola, Te escribo para enviar la entrega. Adjunto encontrarás el documento solicitado. Quedo atento a tus comentarios. Saludos cordiales, Diego Fernandez",0.0
"cat__Body_Hola, Te escribo para enviar la entrega. Adjunto encontrarás el documento solicitado. Quedo atento a tus comentarios. Saludos cordiales, Laura Martinez",0.0
"cat__Body_Hola, Te escribo para enviar la entrega. Adjunto encontrarás el documento solicitado. Quedo atento a tus comentarios. Saludos cordiales, Maria Lopez",0.0
"cat__Body_Hola, Te escribo para enviar la entrega. Adjunto encontrarás el documento solicitado. Quedo atento a tus comentarios. Saludos cordiales, Sofia Ramirez",0.0
"cat__Body_Hola, Te escribo para enviar la entrega. Adjunto encontrarás el documento solicitado. Saludos cordiales, Ana Molina",0.0
"cat__Body_Hola, Te escribo para enviar la entrega. Adjunto encontrarás el documento solicitado. Saludos cordiales, Andres Gomez",0.0
"cat__Body_Hola, Te escribo para enviar la entrega. Adjunto encontrarás el documento solicitado. Saludos cordiales, Carlos Torres",0.0
"cat__Body_Hola, Te escribo para enviar la entrega. Adjunto encontrarás el documento solicitado. Saludos cordiales, Diego Fernandez",0.0
"cat__Body_Hola, Te escribo para enviar la entrega. Adjunto encontrarás el documento solicitado. Saludos cordiales, Juan Perez",0.0
"cat__Body_Hola, Te escribo para enviar la entrega. Adjunto encontrarás el documento solicitado. Saludos cordiales, Pablo Garcia",0.0
"cat__Body_Hola, Te escribo para enviar la entrega. Adjunto encontrarás el documento solicitado. Saludos cordiales, Sofia Ramirez",0.0
"cat__Body_Hola, Te escribo para enviar la entrega. Quedo atento a tus comentarios. Saludos cordiales, Ana Molina",0.0
"cat__Body_Hola, Te escribo para enviar la entrega. Quedo atento a tus comentarios. Saludos cordiales, Andres Gomez",0.0
"cat__Body_Hola, Te escribo para enviar la entrega. Quedo atento a tus comentarios. Saludos cordiales, Laura Martinez",0.0
"cat__Body_Hola, Te escribo para enviar la entrega. Quedo atento a tus comentarios. Saludos cordiales, Maria Lopez",0.0
"cat__Body_Hola, Te escribo para enviar la entrega. Quedo atento a tus comentarios. Saludos cordiales, Valeria Sanchez",0.0
"cat__Body_Hola, Te escribo para enviar la entrega. Saludos cordiales, Ana Molina",0.0
"cat__Body_Hola, Te escribo para enviar la entrega. Saludos cordiales, Andres Gomez",0.0
"cat__Body_Hola, Te escribo para enviar la entrega. Saludos cordiales, Carlos Torres",0.0
"cat__Body_Hola, Te escribo para enviar la entrega. Saludos cordiales, Diego Fernandez",0.0
"cat__Body_Hola, Te escribo para enviar la entrega. Saludos cordiales, Juan Perez",0.0
"cat__Body_Hola, Te escribo para enviar la entrega. Saludos cordiales, Laura Martinez",0.0
"cat__Body_Hola, Te escribo para enviar la entrega. Saludos cordiales, Maria Lopez",0.0
"cat__Body_Hola, Te escribo para enviar la entrega. Saludos cordiales, Pablo Garcia",0.0
"cat__Body_Hola, Te escribo para enviar la entrega. Saludos cordiales, Sofia Ramirez",0.0
"cat__Body_Hola, Te escribo para enviar la entrega. Saludos cordiales, Valeria Sanchez",0.0
"cat__Body_Hola, Te escribo para enviar la presentación. Adjunto encontrarás el documento solicitado. Quedo atento a tus comentarios. Saludos cordiales, Ana Molina",0.0
"cat__Body_Hola, Te escribo para enviar la presentación. Adjunto encontrarás el documento solicitado. Quedo atento a tus comentarios. Saludos cordiales, Diego Fernandez",0.0
"cat__Body_Hola, Te escribo para enviar la presentación. Adjunto encontrarás el documento solicitado. Quedo atento a tus comentarios. Saludos cordiales, Maria Lopez",0.0
"cat__Body_Hola, Te escribo para enviar la presentación. Adjunto encontrarás el documento solicitado. Saludos cordiales, Andres Gomez",0.0
"cat__Body_Hola, Te escribo para enviar la presentación. Adjunto encontrarás el documento solicitado. Saludos cordiales, Diego Fernandez",0.0
"cat__Body_Hola, Te escribo para enviar la presentación. Adjunto encontrarás el documento solicitado. Saludos cordiales, Juan Perez",0.0
"cat__Body_Hola, Te escribo para enviar la presentación. Adjunto encontrarás el documento solicitado. Saludos cordiales, Laura Martinez",0.0
"cat__Body_Hola, Te escribo para enviar la presentación. Adjunto encontrarás el documento solicitado. Saludos cordiales, Pablo Garcia",0.0
"cat__Body_Hola, Te escribo para enviar la presentación. Adjunto encontrarás el documento solicitado. Saludos cordiales, Valeria Sanchez",0.0
"cat__Body_Hola, Te escribo para enviar la presentación. Quedo atento a tus comentarios. Saludos cordiales, Andres Gomez",0.0
"cat__Body_Hola, Te escribo para enviar la presentación. Quedo atento a tus comentarios. Saludos cordiales, Juan Perez",0.0
"cat__Body_Hola, Te escribo para enviar la presentación. Quedo atento a tus comentarios. Saludos cordiales, Laura Martinez",0.0
"cat__Body_Hola, Te escribo para enviar la presentación. Quedo atento a tus comentarios. Saludos cordiales, Sofia Ramirez",0.0
"cat__Body_Hola, Te escribo para enviar la presentación. Quedo atento a tus comentarios. Saludos cordiales, Valeria Sanchez",0.0
"cat__Body_Hola, Te escribo para enviar la presentación. Saludos cordiales, Ana Molina",0.0
"cat__Body_Hola, Te escribo para enviar la presentación. Saludos cordiales, Andres Gomez",0.0
"cat__Body_Hola, Te escribo para enviar la presentación. Saludos cordiales, Carlos Torres",0.0
"cat__Body_Hola, Te escribo para enviar la presentación. Saludos cordiales, Diego Fernandez",0.0
"cat__Body_Hola, Te escribo para enviar la presentación. Saludos cordiales, Juan Perez",0.0
"cat__Body_Hola, Te escribo para enviar la presentación. Saludos cordiales, Laura Martinez",0.0
"cat__Body_Hola, Te escribo para enviar la presentación. Saludos cordiales, Maria Lopez",0.0
"cat__Body_Hola, Te escribo para enviar la presentación. Saludos cordiales, Pablo Garcia",0.0
"cat__Body_Hola, Te escribo para enviar la presentación. Saludos cordiales, Sofia Ramirez",0.0
"cat__Body_Hola, Te escribo para enviar la presentación. Saludos cordiales, Valeria Sanchez",0.0
"cat__Body_Hola, Te escribo para enviar la reunión. Adjunto encontrarás el documento solicitado. Quedo atento a tus comentarios. Saludos cordiales, Valeria Sanchez",0.0
"cat__Body_Hola, Te escribo para enviar la reunión. Adjunto encontrarás el documento solicitado. Saludos cordiales, Ana Molina",0.0
"cat__Body_Hola, Te escribo para enviar la reunión. Adjunto encontrarás el documento solicitado. Saludos cordiales, Carlos Torres",0.0
"cat__Body_Hola, Te escribo para enviar la reunión. Adjunto encontrarás el documento solicitado. Saludos cordiales, Diego Fernandez",0.0
"cat__Body_Hola, Te escribo para enviar la reunión. Adjunto encontrarás el documento solicitado. Saludos cordiales, Juan Perez",0.0
"cat__Body_Hola, Te escribo para enviar la reunión. Adjunto encontrarás el documento solicitado. Saludos cordiales, Laura Martinez",0.0
"cat__Body_Hola, Te escribo para enviar la reunión. Adjunto encontrarás el documento solicitado. Saludos cordiales, Maria Lopez",0.0
"cat__Body_Hola, Te escribo para enviar la reunión. Adjunto encontrarás el documento solicitado. Saludos cordiales, Pablo Garcia",0.0
"cat__Body_Hola, Te escribo para enviar la reunión. Adjunto encontrarás el documento solicitado. Saludos cordiales, Sofia Ramirez",0.0
"cat__Body_Hola, Te escribo para enviar la reunión. Adjunto encontrarás el documento solicitado. Saludos cordiales, Valeria Sanchez",0.0
"cat__Body_Hola, Te escribo para enviar la reunión. Quedo atento a tus comentarios. Saludos cordiales, Andres Gomez",0.0
"cat__Body_Hola, Te escribo para enviar la reunión. Quedo atento a tus comentarios. Saludos cordiales, Valeria Sanchez",0.0
"cat__Body_Hola, Te escribo para enviar la reunión. Saludos cordiales, Ana Molina",0.0
"cat__Body_Hola, Te escribo para enviar la reunión. Saludos cordiales, Andres Gomez",0.0
"cat__Body_Hola, Te escribo para enviar la reunión. Saludos cordiales, Carlos Torres",0.0
"cat__Body_Hola, Te escribo para enviar la reunión. Saludos cordiales, Diego Fernandez",0.0
"cat__Body_Hola, Te escribo para enviar la reunión. Saludos cordiales, Juan Perez",0.0
"cat__Body_Hola, Te escribo para enviar la reunión. Saludos cordiales, Laura Martinez",0.0
"cat__Body_Hola, Te escribo para enviar la reunión. Saludos cordiales, Maria Lopez",0.0
"cat__Body_Hola, Te escribo para enviar la reunión. Saludos cordiales, Pablo Garcia",0.0
"cat__Body_Hola, Te escribo para enviar la reunión. Saludos cordiales, Sofia Ramirez",0.0
"cat__Body_Hola, Te escribo para enviar la reunión. Saludos cordiales, Valeria Sanchez",0.0
cat__Body_¡Oferta exclusiva! Descuento del 70% en productos seleccionados. Adjunto encontrarás los detalles. Visita: http://ofertas.com/370,0.0
cat__Body_¡Oferta exclusiva! Descuento del 70% en productos seleccionados. Adjunto encontrarás los detalles. Visita: http://ofertas.com/415,0.0
cat__Body_¡Oferta exclusiva! Descuento del 70% en productos seleccionados. Adjunto encontrarás los detalles. Visita: http://ofertas.com/570,0.0
cat__Body_¡Oferta exclusiva! Descuento del 70% en productos seleccionados. Adjunto encontrarás los detalles. Visita: http://ofertas.com/637,0.0
cat__Body_¡Oferta exclusiva! Descuento del 70% en productos seleccionados. Adjunto encontrarás los detalles. Visita: http://promo.com/561,0.0
cat__Body_¡Oferta exclusiva! Descuento del 70% en productos seleccionados. Adjunto encontrarás los detalles. Visita: http://promo.com/719,0.0
cat__Body_¡Oferta exclusiva! Descuento del 70% en productos seleccionados. Adjunto encontrarás los detalles. Visita: http://promo.com/884,0.0
cat__Body_¡Oferta exclusiva! Descuento del 70% en productos seleccionados. Adjunto encontrarás los detalles. Visita: http://promo.com/887,0.0
cat__Body_¡Oferta exclusiva! Descuento del 70% en productos seleccionados. Adjunto encontrarás los detalles. Visita: http://promo.com/991,0.0
cat__Body_¡Oferta exclusiva! Descuento del 70% en productos seleccionados. Adjunto encontrarás los detalles. Visita: http://reclama.com/283,0.0
cat__Body_¡Oferta exclusiva! Descuento del 70% en productos seleccionados. Adjunto encontrarás los detalles. Visita: http://reclama.com/365,0.0
cat__Body_¡Oferta exclusiva! Descuento del 70% en productos seleccionados. Adjunto encontrarás los detalles. Visita: http://reclama.com/686,0.0
cat__Body_¡Oferta exclusiva! Descuento del 70% en productos seleccionados. Adjunto encontrarás los detalles. Visita: http://reclama.com/721,0.0
cat__Body_¡Oferta exclusiva! Descuento del 70% en productos seleccionados. Haz clic aquí para más información. Visita: http://ofertas.com/115,0.0
cat__Body_¡Oferta exclusiva! Descuento del 70% en productos seleccionados. Haz clic aquí para más información. Visita: http://ofertas.com/609,0.0
cat__Body_¡Oferta exclusiva! Descuento del 70% en productos seleccionados. Haz clic aquí para más información. Visita: http://ofertas.com/735,0.0
cat__Body_¡Oferta exclusiva! Descuento del 70% en productos seleccionados. Haz clic aquí para más información. Visita: http://promo.com/157,0.0
cat__Body_¡Oferta exclusiva! Descuento del 70% en productos seleccionados. Haz clic aquí para más información. Visita: http://promo.com/240,0.0
cat__Body_¡Oferta exclusiva! Descuento del 70% en productos seleccionados. Haz clic aquí para más información. Visita: http://promo.com/337,0.0
cat__Body_¡Oferta exclusiva! Descuento del 70% en productos seleccionados. Haz clic aquí para más información. Visita: http://promo.com/774,0.0
cat__Body_¡Oferta exclusiva! Descuento del 70% en productos seleccionados. Haz clic aquí para más información. Visita: http://promo.com/869,0.0
cat__Body_¡Oferta exclusiva! Descuento del 70% en productos seleccionados. Haz clic aquí para más información. Visita: http://reclama.com/414,0.0
cat__Body_¡Oferta exclusiva! Descuento del 70% en productos seleccionados. Haz clic aquí para más información. Visita: http://reclama.com/474,0.0
cat__Body_¡Oferta exclusiva! Descuento del 70% en productos seleccionados. Haz clic aquí para más información. Visita: http://reclama.com/763,0.0
cat__Body_¡Oferta exclusiva! Descuento del 70% en productos seleccionados. Haz clic aquí para más información. Visita: http://reclama.com/832,0.0
cat__Body_¡Oferta exclusiva! Descuento del 70% en productos seleccionados. Llámame si tienes dudas. Visita: http://ofertas.com/282,0.0
cat__Body_¡Oferta exclusiva! Descuento del 70% en productos seleccionados. Llámame si tienes dudas. Visita: http://ofertas.com/398,0.0
cat__Body_¡Oferta exclusiva! Descuento del 70% en productos seleccionados. Llámame si tienes dudas. Visita: http://ofertas.com/663,0.0
cat__Body_¡Oferta exclusiva! Descuento del 70% en productos seleccionados. Llámame si tienes dudas. Visita: http://ofertas.com/671,0.0
cat__Body_¡Oferta exclusiva! Descuento del 70% en productos seleccionados. Llámame si tienes dudas. Visita: http://ofertas.com/833,0.0
cat__Body_¡Oferta exclusiva! Descuento del 70% en productos seleccionados. Llámame si tienes dudas. Visita: http://ofertas.com/978,0.0
cat__Body_¡Oferta exclusiva! Descuento del 70% en productos seleccionados. Llámame si tienes dudas. Visita: http://promo.com/169,0.0
cat__Body_¡Oferta exclusiva! Descuento del 70% en productos seleccionados. Llámame si tienes dudas. Visita: http://promo.com/437,0.0
cat__Body_¡Oferta exclusiva! Descuento del 70% en productos seleccionados. Llámame si tienes dudas. Visita: http://promo.com/446,0.0
cat__Body_¡Oferta exclusiva! Descuento del 70% en productos seleccionados. Llámame si tienes dudas. Visita: http://promo.com/955,0.0
cat__Body_¡Oferta exclusiva! Descuento del 70% en productos seleccionados. Llámame si tienes dudas. Visita: http://promo.com/964,0.0
cat__Body_¡Oferta exclusiva! Descuento del 70% en productos seleccionados. Llámame si tienes dudas. Visita: http://reclama.com/104,0.0
cat__Body_¡Oferta exclusiva! Descuento del 70% en productos seleccionados. Llámame si tienes dudas. Visita: http://reclama.com/285,0.0
cat__Body_¡Oferta exclusiva! Descuento del 70% en productos seleccionados. Llámame si tienes dudas. Visita: http://reclama.com/436,0.0
cat__Body_¡Oferta exclusiva! Descuento del 70% en productos seleccionados. Llámame si tienes dudas. Visita: http://reclama.com/779,0.0
cat__Body_¡Oferta exclusiva! Descuento del 70% en productos seleccionados. Llámame si tienes dudas. Visita: http://reclama.com/983,0.0
cat__Body_¡Oferta exclusiva! Descuento del 70% en productos seleccionados. Responde a este correo para confirmar. Visita: http://ofertas.com/336,0.0
cat__Body_¡Oferta exclusiva! Descuento del 70% en productos seleccionados. Responde a este correo para confirmar. Visita: http://ofertas.com/506,0.0
cat__Body_¡Oferta exclusiva! Descuento del 70% en productos seleccionados. Responde a este correo para confirmar. Visita: http://ofertas.com/518,0.0
cat__Body_¡Oferta exclusiva! Descuento del 70% en productos seleccionados. Responde a este correo para confirmar. Visita: http://ofertas.com/749,0.0
cat__Body_¡Oferta exclusiva! Descuento del 70% en productos seleccionados. Responde a este correo para confirmar. Visita: http://promo.com/158,0.0
cat__Body_¡Oferta exclusiva! Descuento del 70% en productos seleccionados. Responde a este correo para confirmar. Visita: http://promo.com/247,0.0
cat__Body_¡Oferta exclusiva! Descuento del 70% en productos seleccionados. Responde a este correo para confirmar. Visita: http://promo.com/367,0.0
cat__Body_¡Oferta exclusiva! Descuento del 70% en productos seleccionados. Responde a este correo para confirmar. Visita: http://promo.com/588,0.0
cat__Body_¡Oferta exclusiva! Descuento del 70% en productos seleccionados. Responde a este correo para confirmar. Visita: http://promo.com/887,0.0
cat__Body_¡Oferta exclusiva! Descuento del 70% en productos seleccionados. Responde a este correo para confirmar. Visita: http://promo.com/948,0.0
cat__Body_¡Oferta exclusiva! Descuento del 70% en productos seleccionados. Responde a este correo para confirmar. Visita: http://reclama.com/222,0.0
cat__Body_¡Oferta exclusiva! Descuento del 70% en productos seleccionados. Responde a este correo para confirmar. Visita: http://reclama.com/254,0.0
cat__Body_¡Oferta exclusiva! Descuento del 70% en productos seleccionados. Responde a este correo para confirmar. Visita: http://reclama.com/426,0.0
cat__Body_¡Oferta exclusiva! Descuento del 70% en productos seleccionados. Responde a este correo para confirmar. Visita: http://reclama.com/671,0.0
cat__Body_¡Oferta exclusiva! Descuento del 70% en productos seleccionados. Visita nuestro sitio y reclama tu cupón. Visita: http://ofertas.com/319,0.0
cat__Body_¡Oferta exclusiva! Descuento del 70% en productos seleccionados. Visita nuestro sitio y reclama tu cupón. Visita: http://ofertas.com/458,0.0
cat__Body_¡Oferta exclusiva! Descuento del 70% en productos seleccionados. Visita nuestro sitio y reclama tu cupón. Visita: http://ofertas.com/522,0.0
cat__Body_¡Oferta exclusiva! Descuento del 70% en productos seleccionados. Visita nuestro sitio y reclama tu cupón. Visita: http://ofertas.com/577,0.0
cat__Body_¡Oferta exclusiva! Descuento del 70% en productos seleccionados. Visita nuestro sitio y reclama tu cupón. Visita: http://ofertas.com/626,0.0
cat__Body_¡Oferta exclusiva! Descuento del 70% en productos seleccionados. Visita nuestro sitio y reclama tu cupón. Visita: http://ofertas.com/848,0.0
cat__Body_¡Oferta exclusiva! Descuento del 70% en productos seleccionados. Visita nuestro sitio y reclama tu cupón. Visita: http://ofertas.com/860,0.0
cat__Body_¡Oferta exclusiva! Descuento del 70% en productos seleccionados. Visita nuestro sitio y reclama tu cupón. Visita: http://ofertas.com/926,0.0
cat__Body_¡Oferta exclusiva! Descuento del 70% en productos seleccionados. Visita nuestro sitio y reclama tu cupón. Visita: http://promo.com/259,0.0
cat__Body_¡Oferta exclusiva! Descuento del 70% en productos seleccionados. Visita nuestro sitio y reclama tu cupón. Visita: http://promo.com/303,0.0
cat__Body_¡Oferta exclusiva! Descuento del 70% en productos seleccionados. Visita nuestro sitio y reclama tu cupón. Visita: http://promo.com/324,0.0
cat__Body_¡Oferta exclusiva! Descuento del 70% en productos seleccionados. Visita nuestro sitio y reclama tu cupón. Visita: http://promo.com/664,0.0
cat__Body_¡Oferta exclusiva! Descuento del 70% en productos seleccionados. Visita nuestro sitio y reclama tu cupón. Visita: http://promo.com/700,0.0
cat__Body_¡Oferta exclusiva! Descuento del 70% en productos seleccionados. Visita nuestro sitio y reclama tu cupón. Visita: http://reclama.com/261,0.0
cat__Body_¡Oferta exclusiva! Descuento del 70% en productos seleccionados. Visita nuestro sitio y reclama tu cupón. Visita: http://reclama.com/341,0.0
cat__Body_¡Oferta exclusiva! Descuento del 70% en productos seleccionados. Visita nuestro sitio y reclama tu cupón. Visita: http://reclama.com/406,0.0
cat__Body_¡Oferta exclusiva! Descuento del 70% en productos seleccionados. Visita nuestro sitio y reclama tu cupón. Visita: http://reclama.com/461,0.0
cat__Body_¡Oferta exclusiva! Descuento del 70% en productos seleccionados. Visita nuestro sitio y reclama tu cupón. Visita: http://reclama.com/833,0.0
cat__Sender_ana.molina@gmail.com,0.0
cat__Sender_ana.molina@hotmail.com,0.0
cat__Sender_ana.molina@outlook.com,0.0
cat__Sender_ana.molina@yahoo.com,0.0
cat__Sender_andres.gomez@gmail.com,0.0
cat__Sender_andres.gomez@hotmail.com,0.0
cat__Sender_andres.gomez@outlook.com,0.0
cat__Sender_andres.gomez@yahoo.com,0.0
cat__Sender_carlos.torres@gmail.com,0.0
cat__Sender_carlos.torres@hotmail.com,0.0
cat__Sender_carlos.torres@outlook.com,0.0
cat__Sender_carlos.torres@yahoo.com,0.0
cat__Sender_diego.fernandez@gmail.com,0.0
cat__Sender_diego.fernandez@hotmail.com,0.0
cat__Sender_diego.fernandez@outlook.com,0.0
cat__Sender_diego.fernandez@yahoo.com,0.0
cat__Sender_info@gana-ahora.org,0.0
cat__Sender_info@ofertas-global.com,0.0
cat__Sender_info@promos.net,0.0
cat__Sender_juan.perez@gmail.com,0.0
cat__Sender_juan.perez@hotmail.com,0.0
cat__Sender_juan.perez@outlook.com,0.0
cat__Sender_juan.perez@yahoo.com,0.0
cat__Sender_laura.martinez@gmail.com,0.0
cat__Sender_laura.martinez@hotmail.com,0.0
cat__Sender_laura.martinez@outlook.com,0.0
cat__Sender_laura.martinez@yahoo.com,0.0
cat__Sender_maria.lopez@gmail.com,0.0
cat__Sender_maria.lopez@hotmail.com,0.0
cat__Sender_maria.lopez@outlook.com,0.0
cat__Sender_maria.lopez@yahoo.com,0.0
cat__Sender_ofertas@gana-ahora.org,0.0
cat__Sender_ofertas@ofertas-global.com,0.0
cat__Sender_ofertas@promos.net,0.0
cat__Sender_pablo.garcia@gmail.com,0.0
cat__Sender_pablo.garcia@hotmail.com,0.0
cat__Sender_pablo.garcia@outlook.com,0.0
cat__Sender_pablo.garcia@yahoo.com,0.0
cat__Sender_premios@gana-ahora.org,0.0
cat__Sender_premios@ofertas-global.com,0.0
cat__Sender_premios@promos.net,0.0
cat__Sender_promociones@gana-ahora.org,0.0
cat__Sender_promociones@ofertas-global.com,0.0
cat__Sender_promociones@promos.net,0.0
cat__Sender_sofia.ramirez@gmail.com,0.0
cat__Sender_sofia.ramirez@hotmail.com,0.0
cat__Sender_sofia.ramirez@outlook.com,0.0
cat__Sender_sofia.ramirez@yahoo.com,0.0
cat__Sender_valeria.sanchez@gmail.com,0.0
cat__Sender_valeria.sanchez@hotmail.com,0.0
cat__Sender_valeria.sanchez@outlook.com,0.0
cat__Sender_valeria.sanchez@yahoo.com,0.0
cat__Recipient_carlos@vitalsabor.com,0.0
cat__Recipient_estudiante@ucundinamarca.edu.co,0.0
cat__Recipient_info@empresa.com,0.0
cat__Recipient_soporte@techayuda.com,0.0
cat__Recipient_ventas@tiendaonline.com,0.0
cat__Date_2023-09-01 05:02:41,0.0
cat__Date_2023-09-01 12:10:41,0.0
cat__Date_2023-09-02 09:03:41,0.0
cat__Date_2023-09-02 12:49:41,0.0
cat__Date_2023-09-05 09:10:41,0.0
cat__Date_2023-09-06 08:01:41,0.0
cat__Date_2023-09-06 10:04:41,0.0
cat__Date_2023-09-06 18:18:41,0.0
cat__Date_2023-09-07 16:20:41,0.0
cat__Date_2023-09-07 22:26:41,0.0
cat__Date_2023-09-08 23:25:41,0.0
cat__Date_2023-09-09 07:45:41,0.0
cat__Date_2023-09-09 17:42:41,0.0
cat__Date_2023-09-11 06:53:41,0.0
cat__Date_2023-09-12 16:55:41,0.0
cat__Date_2023-09-13 09:03:41,0.0
cat__Date_2023-09-14 03:33:41,0.0
cat__Date_2023-09-14 04:03:41,0.0
cat__Date_2023-09-14 07:22:41,0.0
cat__Date_2023-09-14 19:11:41,0.0
cat__Date_2023-09-17 12:37:41,0.0
cat__Date_2023-09-18 12:33:41,0.0
cat__Date_2023-09-19 13:30:41,0.0
cat__Date_2023-09-19 22:26:41,0.0
cat__Date_2023-09-21 22:21:41,0.0
cat__Date_2023-09-22 14:10:41,0.0
cat__Date_2023-09-22 19:24:41,0.0
cat__Date_2023-09-22 22:31:41,0.0
cat__Date_2023-09-23 22:36:41,0.0
cat__Date_2023-09-25 12:31:41,0.0
cat__Date_2023-09-26 11:07:41,0.0
cat__Date_2023-09-27 06:38:41,0.0
cat__Date_2023-09-27 19:43:41,0.0
cat__Date_2023-09-28 01:37:41,0.0
cat__Date_2023-09-28 11:17:41,0.0
cat__Date_2023-09-30 07:45:41,0.0
cat__Date_2023-10-01 09:58:41,0.0
cat__Date_2023-10-02 00:12:41,0.0
cat__Date_2023-10-03 09:05:41,0.0
cat__Date_2023-10-04 13:49:41,0.0
cat__Date_2023-10-05 12:18:41,0.0
cat__Date_2023-10-06 09:32:41,0.0
cat__Date_2023-10-07 12:42:41,0.0
cat__Date_2023-10-10 02:13:41,0.0
cat__Date_2023-10-10 03:18:41,0.0
cat__Date_2023-10-10 09:40:41,0.0
